url,url_length,https,total_links,safe_links,non_safe_links,length,status,tld,sentiment,label,bad_words
http://manuals2go.com,21,0,0,0,0,7,1,com,0.0,Good,0
http://www.peigerfabrics.com/,29,0,5,5,0,531,1,com,0.0,Good,0
http://www.kannmfg.com,22,0,54,54,0,2800,1,com,0.2389130434782608,Good,0
http://www.stanleyharp.on.ca,28,0,0,0,0,304,1,on.ca,0.0,Good,0
http://www.seanfx.com,21,0,43,43,0,3544,1,com,0.1506122448979591,Good,0
http://www.amnestyusa.org/countries/china/document.do?id=e63657eec2c34cd385256d04004ea189,89,0,109,109,0,2120,0,org,0.0684210526315789,Good,0
http://www.geocities.com/thalia_saver/,38,0,105,104,1,11550,1,com,0.0624545454545454,Good,0
http://www.suesdoulaservice.co.uk/,34,0,1,1,0,3514,1,co.uk,0.0,Good,0
http://www-history.mcs.st-andrews.ac.uk/histtopics/time_1.html,62,0,2,0,2,691,0,ac.uk,0.3181818181818182,Good,0
http://www.cooperhill.com/,26,0,0,0,0,48,1,com,0.0,Good,0
http://www.carrollcommunity.org/,32,0,7,6,1,1622,1,org,0.3895316804407714,Good,0
http://141887.aceboard.net/,27,0,0,0,0,10,1,net,0.0,Good,0
http://www.fidosforfreedom.org/,31,0,57,56,1,3297,1,org,0.4203703703703704,Good,0
http://www.angelfire.com/nd/kawaii/mansun.html,46,0,11,2,9,11101,1,com,0.2030798284569836,Good,0
http://www.geocities.com/reddy_pv/,34,0,105,104,1,11560,1,com,0.0816534914361001,Good,0
http://www.ec3.at/,18,0,21,19,2,2973,1,at,0.6502324884588068,Good,0
http://www.atkinsdietalert.org/,31,0,72,72,0,8627,1,org,0.3172077922077922,Good,0
http://cancerandcareers.org/,28,0,32,17,15,12461,1,org,0.2024999999999999,Good,0
http://www.mailreader.com/,26,0,0,0,0,42,0,com,0.0,Good,0
http://volny.cz/duha.du,23,0,53,30,23,4207,1,cz,0.0,Good,0
http://udel.edu/stu-org/icf/,28,0,5,0,5,237,1,edu,0.0454545454545454,Good,0
http://www.josephpalazzo.com/,29,0,0,0,0,59,1,com,0.0,Good,0
http://www.platowoodwork.com/,29,0,26,26,0,2839,1,com,0.470025974025974,Good,0
http://www.gamespot.com/pc/strategy/starcraft2/,47,0,0,0,0,406,0,com,0.0911111111111111,Good,0
http://www.qualtec.ie,21,0,113,113,0,8805,1,ie,0.2786458333333333,Good,0
http://www.law.gmu.edu/ip/,26,0,1,1,0,444,0,edu,-0.0333333333333333,Good,0
http://www.chinooknation.org/,29,0,84,78,6,2409,1,org,0.0270975056689342,Good,0
http://www.geocities.com/nomdeguerre1/,38,0,105,104,1,11551,1,com,0.0624545454545454,Good,0
http://www.freeceltic.com,25,0,146,146,0,5985,1,com,0.0,Good,0
http://www.tntt.org/vni/tlieu/saints/st0730.htm,47,0,18,18,0,5827,1,org,0.1239583333333333,Good,0
http://www.unreal.co.za/,24,0,9,9,0,184,1,co.za,0.0,Good,0
http://www.geocities.com/sakura_wingz/main.html,47,0,105,104,1,11563,1,com,0.0604545454545454,Good,0
http://freed.host.sk/,21,0,0,0,0,74,1,sk,1.0,Good,0
http://www.angelfire.com/co/leong/,34,0,2,2,0,335,1,com,0.24,Good,0
http://www.ghostown.com,23,0,2,0,2,254,1,com,0.8,Good,0
http://www.econ.uiuc.edu/~slavrev/index1.html,45,0,0,0,0,98,0,edu,0.0,Good,0
http://www.exoticrainforest.com/,32,0,7,0,7,24793,1,com,0.2281443466927337,Good,0
http://www.goldenchaintheatre.org,33,0,20,20,0,8319,1,org,0.3426542207792207,Good,0
http://www.campwhisperingpines.com/,35,0,39,37,2,2438,1,com,0.3444444444444444,Good,0
http://www.nabla.hr/,20,0,5,2,3,9777,1,hr,0.039,Good,0
http://www.vermontclimbing.com/,31,0,51,51,0,7874,1,com,0.1709675324675324,Good,0
http://users.rowan.edu/~oliver/,31,0,0,0,0,144,1,edu,0.0,Good,0
http://www.hkbu.edu.hk/~ppp/cpr/toc.html,40,0,4,0,4,1894,1,edu.hk,0.2475719932241671,Good,0
http://www.farminfo.org/orchard/apples.htm,42,0,0,0,0,7,1,org,0.0,Good,0
http://www267.pair.com/eangel/paragonballroom/,46,0,0,0,0,76,0,com,0.0,Good,0
http://www.vincenzobalsamo.com/,31,0,3,0,3,426,1,com,0.2604166666666666,Good,0
http://www.cyh.com/healthtopics/healthtopicdetailskids.aspx?p=335&amp;np=287&amp;id=2255,88,0,137,137,0,9922,1,com,0.178673957621326,Good,0
http://www.pakhost.com/,23,0,7,7,0,7725,1,com,0.2772853535353535,Good,0
http://www.topix.com/drug/dexamethasone,39,0,0,0,0,171,0,com,0.0,Good,0
http://www.wildfeedtv.com/,26,0,56,56,0,5738,1,com,0.4080128205128206,Good,0
http://www.lse.ac.uk/lsehistory/hobhouse.htm,44,0,60,19,41,1365,0,ac.uk,0.048051948051948,Good,0
http://www.ccel.org/e/edersheim/lifetimes/htm/vi.ii.htm#vi.ii,61,0,737,737,0,3417,1,org,0.125,Good,0
http://www.backcountryoutfittersinc.com/,40,0,0,0,0,13,0,com,0.0,Good,0
http://www.iath.virginia.edu/pmc/virtual.community.html,55,0,0,0,0,100,0,edu,0.0,Good,0
http://www.guardianangelpetrescue.com/,38,0,139,1,138,11802,1,com,0.296141975308642,Good,0
http://www.grushkin.com/,24,0,1,1,0,161,0,com,0.5,Good,0
http://abcnorio.org/affiliated/fnb.html,39,0,4,0,4,4014,1,org,0.132034632034632,Good,0
http://oak.ucc.nau.edu/phw/,27,0,0,0,0,76,1,edu,1.0,Good,0
http://www.frankwu.com/xevil.html,33,0,9,0,9,1244,1,com,0.0666666666666666,Good,0
http://www.linbury-court.co.uk/,31,0,25,0,25,1722,1,co.uk,0.1943181818181818,Good,0
http://www.cmu.edu/athletics/intercollegiate-sports/womens-teams/track-field/index.html,87,0,0,0,0,565,0,edu,0.3,Good,0
http://www.airwatercorp.com,27,0,1,1,0,152,1,com,0.0,Good,0
http://www.themedattraction.com/,32,0,193,193,0,5284,1,com,0.0904761904761904,Good,0
http://www.wyny.com.mx/,23,0,75,74,1,6727,1,com.mx,0.0,Good,0
http://www.goaao.com,20,0,0,0,0,100,0,com,0.4,Good,0
http://www.trsa.com.au,22,0,43,20,23,6538,1,com.au,0.0785714285714285,Good,0
http://www.belchamber.org/,26,0,2,1,1,1948,1,org,-0.0319817493112947,Good,0
http://www.unispin.net/,23,0,1,0,1,2026,1,net,0.6375,Good,0
http://www.hat.net/forum/abandoned/,35,0,0,0,0,314,0,net,0.125,Good,0
